n,repeat,round,total_ms,avg_ms,first_result
453,150,1,12.7666,0.085111,22103
453,150,2,12.7165,0.0847769,22103
453,150,3,14.0266,0.0935107,22103
454,150,1,12.8108,0.0854055,22151
454,150,2,14.4893,0.0965955,22151
454,150,3,17.0498,0.113665,22151
455,150,1,15.4476,0.102984,22216
455,150,2,13.7788,0.0918585,22216
455,150,3,11.8234,0.0788225,22216
456,150,1,18.1114,0.120743,22300
456,150,2,12.2285,0.0815236,22300
456,150,3,12.5709,0.0838058,22300
457,150,1,12.907,0.0860467,22405
457,150,2,14.1636,0.0944242,22405
457,150,3,12.6015,0.0840101,22405
458,150,1,12.5805,0.08387,22533
458,150,2,13.2356,0.0882371,22533
458,150,3,17.5462,0.116975,22533
459,150,1,15.6784,0.104523,22686
459,150,2,14.7644,0.0984294,22686
459,150,3,14.3668,0.095779,22686
460,150,1,15.9229,0.106153,22696
460,150,2,17.696,0.117974,22696
460,150,3,15.4585,0.103057,22696
461,150,1,17.4723,0.116482,22698
461,150,2,16.8416,0.112277,22698
461,150,3,15.4349,0.1029,22698
462,150,1,13.1237,0.0874915,22704
462,150,2,12.8575,0.0857167,22704
462,150,3,12.5032,0.0833549,22704
463,150,1,12.4572,0.0830482,22716
463,150,2,17.1939,0.114626,22716
463,150,3,18.1788,0.121192,22716
464,150,1,15.695,0.104633,22736
464,150,2,12.2517,0.0816782,22736
464,150,3,13.7498,0.091665,22736
465,150,1,16.0277,0.106851,22766
465,150,2,14.6447,0.0976311,22766
465,150,3,16.0461,0.106974,22766
466,150,1,13.3777,0.0891846,22808
466,150,2,12.3046,0.0820305,22808
466,150,3,12.0142,0.0800945,22808
467,150,1,15.4045,0.102697,22864
467,150,2,16.3389,0.108926,22864
467,150,3,14.7041,0.0980272,22864
468,150,1,17.6026,0.117351,22936
468,150,2,14.3086,0.0953904,22936
468,150,3,15.0479,0.100319,22936
469,150,1,13.8639,0.0924257,23026
469,150,2,14.1216,0.094144,23026
469,150,3,13.3464,0.0889761,23026
470,150,1,16.9648,0.113099,23136
470,150,2,14.3917,0.0959448,23136
470,150,3,14.0211,0.0934738,23136
471,150,1,14.105,0.0940335,23148
471,150,2,12.9476,0.086317,23148
471,150,3,17.1875,0.114584,23148
472,150,1,13.8815,0.0925432,23174
472,150,2,15.7515,0.10501,23174
472,150,3,16.3607,0.109072,23174
473,150,1,14.7247,0.0981648,23216
473,150,2,13.9409,0.0929394,23216
473,150,3,13.2169,0.0881124,23216
474,150,1,15.0416,0.100277,23276
474,150,2,15.5868,0.103912,23276
474,150,3,12.6474,0.084316,23276
475,150,1,13.8797,0.0925311,23356
475,150,2,20.0661,0.133774,23356
475,150,3,13.309,0.0887268,23356
476,150,1,15.7984,0.105323,23458
476,150,2,15.852,0.10568,23458
476,150,3,15.602,0.104014,23458
477,150,1,13.1793,0.0878622,23465
477,150,2,15.2822,0.101881,23465
477,150,3,20.0338,0.133559,23465
478,150,1,13.1098,0.0873989,23481
478,150,2,16.4388,0.109592,23481
478,150,3,14.048,0.0936531,23481
479,150,1,15.3321,0.102214,23508
479,150,2,13.1151,0.087434,23508
479,150,3,13.1998,0.0879987,23508
480,150,1,14.0651,0.0937674,23548
480,150,2,13.3656,0.089104,23548
480,150,3,14.7383,0.0982555,23548
481,150,1,12.7356,0.0849038,23553
481,150,2,15.1292,0.100862,23553
481,150,3,14.436,0.0962401,23553
482,150,1,14.3416,0.0956107,23565
482,150,2,17.1595,0.114397,23565
482,150,3,15.9238,0.106159,23565
483,150,1,15.1115,0.100743,23586
483,150,2,14.1364,0.094243,23586
483,150,3,14.528,0.0968535,23586
484,150,1,15.6568,0.104379,23618
484,150,2,13.3978,0.0893187,23618
484,150,3,14.6977,0.0979846,23618
485,150,1,12.7733,0.0851551,23663
485,150,2,19.2096,0.128064,23663
485,150,3,13.6466,0.0909776,23663
486,150,1,13.7496,0.0916643,23723
486,150,2,17.6802,0.117868,23723
486,150,3,15.5133,0.103422,23723
487,150,1,13.8862,0.092575,23800
487,150,2,14.9117,0.0994117,23800
487,150,3,15.0767,0.100511,23800
488,150,1,14.1458,0.0943055,23896
488,150,2,15.4652,0.103102,23896
488,150,3,14.212,0.0947465,23896
489,150,1,11.6744,0.0778295,24013
489,150,2,11.9547,0.0796981,24013
489,150,3,11.9761,0.0798405,24013
490,150,1,12.0698,0.080465,24153
490,150,2,11.8269,0.0788462,24153
490,150,3,12.4266,0.082844,24153
491,150,1,12.5327,0.0835514,24168
491,150,2,12.7773,0.0851821,24168
491,150,3,12.8025,0.08535,24168
492,150,1,11.9438,0.0796253,24200
492,150,2,12.7333,0.0848887,24200
492,150,3,12.3412,0.0822745,24200
493,150,1,11.7843,0.0785619,24251
493,150,2,15.9032,0.106021,24251
493,150,3,14.067,0.09378,24251
494,150,1,18.514,0.123427,24255
494,150,2,12.116,0.0807735,24255
494,150,3,17.4528,0.116352,24255
495,150,1,15.4095,0.10273,24265
495,150,2,13.364,0.0890936,24265
495,150,3,13.1299,0.0875324,24265
496,150,1,12.9463,0.0863089,24283
496,150,2,13.0535,0.0870237,24283
496,150,3,13.8147,0.0920977,24283
497,150,1,12.0961,0.0806406,24311
497,150,2,12.6249,0.0841663,24311
497,150,3,12.6855,0.0845697,24311
498,150,1,13.1771,0.087847,24351
498,150,2,12.3779,0.0825193,24351
498,150,3,12.9527,0.0863513,24351
499,150,1,15.3648,0.102432,24405
499,150,2,15.4775,0.103183,24405
499,150,3,20.0346,0.133564,24405
500,150,1,19.4245,0.129497,24475
500,150,2,15.3885,0.10259,24475
500,150,3,18.2229,0.121486,24475
501,150,1,13.3899,0.0892662,24483
501,150,2,12.4881,0.083254,24483
501,150,3,17.2534,0.115023,24483
502,150,1,12.9107,0.0860712,24501
502,150,2,20.2064,0.134709,24501
502,150,3,15.399,0.10266,24501
503,150,1,14.253,0.0950201,24531
503,150,2,15.1823,0.101215,24531
503,150,3,15.6916,0.104611,24531
504,150,1,18.6845,0.124563,24575
504,150,2,13.5226,0.0901505,24575
504,150,3,13.598,0.090653,24575
505,150,1,14.808,0.0987201,24635
505,150,2,14.5369,0.0969129,24635
505,150,3,16.6256,0.110837,24635
506,150,1,16.2071,0.108048,24713
506,150,2,18.2617,0.121745,24713
506,150,3,15.5409,0.103606,24713
507,150,1,13.5433,0.0902885,24811
507,150,2,13.2652,0.0884349,24811
507,150,3,13.5209,0.0901394,24811
508,150,1,13.8363,0.0922419,24931
508,150,2,14.2015,0.094677,24931
508,150,3,13.3533,0.0890218,24931
509,150,1,13.9482,0.0929878,25075
509,150,2,13.0327,0.0868849,25075
509,150,3,13.4575,0.0897166,25075
510,150,1,14.2924,0.0952824,25245
510,150,2,13.6953,0.0913022,25245
510,150,3,13.9266,0.0928439,25245
511,150,1,13.7643,0.0917621,25246
511,150,2,15.5697,0.103798,25246
511,150,3,14.5523,0.0970155,25246
512,150,1,14.6317,0.0975444,25250
512,150,2,13.7198,0.0914652,25250
512,150,3,12.5418,0.0836123,25250
513,30,1,2.56318,0.0854392,25259
513,30,2,2.54544,0.0848479,25259
513,30,3,2.55851,0.0852835,25259
514,30,1,2.54995,0.0849985,25275
514,30,2,2.70101,0.0900337,25275
514,30,3,2.56505,0.0855018,25275
515,30,1,2.62323,0.0874411,25300
515,30,2,2.53166,0.0843888,25300
515,30,3,2.54234,0.0847446,25300
516,30,1,2.78706,0.0929019,25336
516,30,2,2.60961,0.086987,25336
516,30,3,2.93735,0.0979117,25336
517,30,1,2.60689,0.0868962,25385
517,30,2,3.29711,0.109904,25385
517,30,3,2.66349,0.0887831,25385
518,30,1,3.29687,0.109896,25449
518,30,2,3.17819,0.10594,25449
518,30,3,2.66035,0.0886782,25449
519,30,1,2.65603,0.0885344,25530
519,30,2,2.69812,0.0899372,25530
519,30,3,2.58043,0.0860144,25530
520,30,1,2.90952,0.0969839,25630
520,30,2,2.72015,0.0906717,25630
520,30,3,2.67613,0.0892045,25630
521,30,1,7.19478,0.239826,25641
521,30,2,2.76259,0.0920862,25641
521,30,3,2.66584,0.0888614,25641
522,30,1,2.68849,0.0896165,25665
522,30,2,2.66661,0.0888871,25665
522,30,3,4.33733,0.144578,25665
523,30,1,2.90518,0.0968393,25704
523,30,2,2.82127,0.0940425,25704
523,30,3,2.65112,0.0883708,25704
524,30,1,2.68442,0.0894807,25760
524,30,2,2.75317,0.0917723,25760
524,30,3,4.0674,0.13558,25760
525,30,1,2.97026,0.0990088,25835
525,30,2,2.84455,0.0948182,25835
525,30,3,2.73619,0.0912063,25835
526,30,1,2.82118,0.0940393,25931
526,30,2,3.16895,0.105632,25931
526,30,3,4.93737,0.164579,25931
527,30,1,4.10571,0.136857,26050
527,30,2,4.31039,0.14368,26050
527,30,3,3.97452,0.132484,26050
528,30,1,3.94699,0.131566,26058
528,30,2,3.92356,0.130785,26058
528,30,3,5.05273,0.168424,26058
529,30,1,3.6477,0.12159,26076
529,30,2,2.6885,0.0896165,26076
529,30,3,3.33213,0.111071,26076
530,30,1,2.70476,0.0901588,26106
530,30,2,3.20381,0.106794,26106
530,30,3,3.00375,0.100125,26106
531,30,1,2.73527,0.0911757,26110
531,30,2,3.13184,0.104395,26110
531,30,3,2.69087,0.0896958,26110
532,30,1,2.74632,0.0915441,26120
532,30,2,2.72512,0.0908375,26120
532,30,3,2.71573,0.0905242,26120
533,30,1,3.73448,0.124483,26138
533,30,2,2.78958,0.0929861,26138
533,30,3,2.7903,0.09301,26138
534,30,1,2.83642,0.0945473,26166
534,30,2,3.43325,0.114442,26166
534,30,3,4.57151,0.152384,26166
535,30,1,2.86728,0.0955759,26206
535,30,2,2.78116,0.0927054,26206
535,30,3,2.86785,0.0955951,26206
536,30,1,3.31304,0.110435,26260
536,30,2,3.35698,0.111899,26260
536,30,3,3.10362,0.103454,26260
537,30,1,2.94664,0.0982212,26330
537,30,2,3.26791,0.10893,26330
537,30,3,3.03529,0.101176,26330
538,30,1,2.81883,0.0939612,26418
538,30,2,2.82231,0.094077,26418
538,30,3,2.89838,0.0966128,26418
539,30,1,3.20075,0.106692,26526
539,30,2,3.25117,0.108372,26526
539,30,3,3.0378,0.10126,26526
540,30,1,2.80062,0.0933538,26656
540,30,2,3.66166,0.122055,26656
540,30,3,2.96089,0.0986962,26656
541,30,1,2.81499,0.093833,26670
541,30,2,2.817,0.0939,26670
541,30,3,2.80412,0.0934708,26670
542,30,1,3.06446,0.102149,26700
542,30,2,2.89765,0.0965885,26700
542,30,3,4.20062,0.140021,26700
543,30,1,2.88135,0.0960448,26748
543,30,2,2.93814,0.097938,26748
543,30,3,3.50268,0.116756,26748
544,30,1,2.90552,0.0968507,26816
544,30,2,2.91315,0.0971049,26816
544,30,3,2.90191,0.0967304,26816
545,30,1,2.9393,0.0979767,26821
545,30,2,2.96934,0.0989781,26821
545,30,3,3.10228,0.103409,26821
546,30,1,2.85448,0.0951494,26833
546,30,2,2.91073,0.0970245,26833
546,30,3,3.26492,0.108831,26833
547,30,1,2.8814,0.0960467,26854
547,30,2,2.95336,0.0984453,26854
547,30,3,2.87448,0.095816,26854
548,30,1,2.92977,0.0976591,26886
548,30,2,4.00833,0.133611,26886
548,30,3,2.94797,0.0982658,26886
549,30,1,2.89381,0.0964604,26931
549,30,2,2.93804,0.0979348,26931
549,30,3,3.63985,0.121328,26931
550,30,1,2.96693,0.0988977,26991
550,30,2,2.95009,0.0983362,26991
550,30,3,3.05748,0.101916,26991
551,30,1,2.95683,0.098561,26998
551,30,2,3.84366,0.128122,26998
551,30,3,3.10012,0.103337,26998
552,30,1,3.07248,0.102416,27014
552,30,2,2.93817,0.0979389,27014
552,30,3,2.92037,0.0973456,27014
553,30,1,2.95329,0.0984428,27041
553,30,2,3.60752,0.120251,27041
553,30,3,3.00662,0.100221,27041
554,30,1,2.97385,0.0991283,27081
554,30,2,3.3799,0.112663,27081
554,30,3,3.40652,0.113551,27081
555,30,1,3.0188,0.100627,27136
555,30,2,2.96989,0.0989964,27136
555,30,3,3.41301,0.113767,27136
556,30,1,3.21,0.107,27208
556,30,2,3.00385,0.100128,27208
556,30,3,2.96389,0.0987964,27208
557,30,1,2.97428,0.0991427,27299
557,30,2,3.65546,0.121849,27299
557,30,3,2.97419,0.0991398,27299
558,30,1,3.43178,0.114393,27411
558,30,2,3.09819,0.103273,27411
558,30,3,3.47213,0.115738,27411
559,30,1,3.11218,0.103739,27546
559,30,2,3.16915,0.105638,27546
559,30,3,3.06641,0.102214,27546
560,30,1,3.07074,0.102358,27706
560,30,2,3.70077,0.123359,27706
560,30,3,3.02974,0.100991,27706
561,30,1,3.13551,0.104517,27723
561,30,2,6.26261,0.208754,27723
561,30,3,4.48137,0.149379,27723
562,30,1,3.45728,0.115242,27725
562,30,2,5.66476,0.188825,27725
562,30,3,5.55849,0.185283,27725
563,30,1,3.25093,0.108364,27731
563,30,2,4.50384,0.150128,27731
563,30,3,4.63404,0.154468,27731
564,30,1,3.17116,0.105705,27743
564,30,2,3.70304,0.123435,27743
564,30,3,4.17752,0.139251,27743
565,30,1,6.50641,0.21688,27763
565,30,2,5.68009,0.189336,27763
565,30,3,3.9528,0.13176,27763
566,30,1,5.71172,0.190391,27793
566,30,2,5.60153,0.186718,27793
566,30,3,3.33141,0.111047,27793
567,30,1,3.18452,0.106151,27835
567,30,2,3.14845,0.104948,27835
567,30,3,3.23183,0.107728,27835
568,30,1,3.30728,0.110243,27891
568,30,2,6.15374,0.205125,27891
568,30,3,5.60347,0.186782,27891
569,30,1,5.63743,0.187915,27963
569,30,2,4.51892,0.150631,27963
569,30,3,4.87089,0.162363,27963
570,30,1,4.91057,0.163686,28053
570,30,2,4.60768,0.153589,28053
570,30,3,3.63605,0.121202,28053
571,30,1,4.23695,0.141232,28063
571,30,2,3.23699,0.1079,28063
571,30,3,3.18304,0.106101,28063
572,30,1,3.20636,0.106879,28085
572,30,2,3.54736,0.118245,28085
572,30,3,6.45188,0.215063,28085
573,30,1,5.92615,0.197538,28121
573,30,2,3.61488,0.120496,28121
573,30,3,3.17277,0.105759,28121
574,30,1,3.39286,0.113095,28173
574,30,2,3.31815,0.110605,28173
574,30,3,5.03582,0.167861,28173
575,30,1,6.04638,0.201546,28243
575,30,2,4.4589,0.14863,28243
575,30,3,4.73587,0.157862,28243
576,30,1,4.61261,0.153754,28333
576,30,2,4.9348,0.164493,28333
576,30,3,4.1149,0.137163,28333
577,30,1,3.29017,0.109672,28445
577,30,2,3.24435,0.108145,28445
577,30,3,4.18837,0.139613,28445
578,30,1,4.67769,0.155923,28581
578,30,2,4.65464,0.155155,28581
578,30,3,4.71049,0.157016,28581
579,30,1,3.24,0.108,28590
579,30,2,3.24416,0.108138,28590
579,30,3,3.28088,0.109363,28590
580,30,1,3.29678,0.109893,28610
580,30,2,3.77764,0.125921,28610
580,30,3,3.2848,0.109493,28610
581,30,1,3.99949,0.133316,28613
581,30,2,3.35935,0.111978,28613
581,30,3,4.14156,0.138052,28613
582,30,1,3.30028,0.110009,28621
582,30,2,3.31919,0.11064,28621
582,30,3,3.29724,0.109908,28621
583,30,1,3.38335,0.112778,28636
583,30,2,3.44996,0.114999,28636
583,30,3,5.14343,0.171448,28636
584,30,1,3.47598,0.115866,28660
584,30,2,8.0149,0.267163,28660
584,30,3,5.82699,0.194233,28660
585,30,1,3.35166,0.111722,28695
585,30,2,3.76892,0.125631,28695
585,30,3,3.58661,0.119554,28695
586,30,1,5.1308,0.171027,28743
586,30,2,5.98987,0.199662,28743
586,30,3,6.69309,0.223103,28743
587,30,1,6.07349,0.20245,28806
587,30,2,6.2093,0.206977,28806
587,30,3,4.13123,0.137708,28806
588,30,1,3.40143,0.113381,28886
588,30,2,3.59269,0.119756,28886
588,30,3,5.59755,0.186585,28886
589,30,1,3.3439,0.111463,28985
589,30,2,3.41033,0.113678,28985
589,30,3,3.32689,0.110896,28985
590,30,1,3.50409,0.116803,29105
590,30,2,6.42316,0.214105,29105
590,30,3,6.27504,0.209168,29105
591,30,1,4.46337,0.148779,29118
591,30,2,3.54101,0.118034,29118
591,30,3,3.47993,0.115998,29118
592,30,1,4.12396,0.137465,29146
592,30,2,5.53015,0.184338,29146
592,30,3,4.91283,0.163761,29146
593,30,1,5.82076,0.194025,29191
593,30,2,4.89129,0.163043,29191
593,30,3,5.11791,0.170597,29191
594,30,1,4.90275,0.163425,29255
594,30,2,4.9203,0.16401,29255
594,30,3,5.13005,0.171002,29255
595,30,1,4.22117,0.140706,29340
595,30,2,3.95781,0.131927,29340
595,30,3,3.50771,0.116924,29340
596,30,1,3.45804,0.115268,29346
596,30,2,4.64339,0.15478,29346
596,30,3,3.48915,0.116305,29346
597,30,1,7.73886,0.257962,29360
597,30,2,6.37885,0.212628,29360
597,30,3,6.31161,0.210387,29360
598,30,1,3.86164,0.128721,29384
598,30,2,3.58992,0.119664,29384
598,30,3,3.64558,0.121519,29384
599,30,1,3.57394,0.119131,29420
599,30,2,5.11345,0.170448,29420
599,30,3,6.58073,0.219358,29420
600,30,1,5.52498,0.184166,29470
600,30,2,5.05821,0.168607,29470
600,30,3,5.38679,0.17956,29470
601,30,1,5.13121,0.17104,29476
601,30,2,4.94175,0.164725,29476
601,30,3,5.01868,0.167289,29476
602,30,1,4.35302,0.145101,29490
602,30,2,4.05633,0.135211,29490
602,30,3,3.86754,0.128918,29490
603,30,1,4.1468,0.138227,29514
603,30,2,5.13459,0.171153,29514
603,30,3,4.45889,0.14863,29514
604,30,1,3.61906,0.120635,29550
604,30,2,3.55971,0.118657,29550
604,30,3,3.53253,0.117751,29550
605,30,1,3.52748,0.117583,29600
605,30,2,3.53734,0.117911,29600
605,30,3,3.55097,0.118365,29600
606,30,1,6.06994,0.202331,29666
606,30,2,5.12833,0.170944,29666
606,30,3,3.71821,0.12394,29666
607,30,1,4.97052,0.165684,29750
607,30,2,5.03132,0.167711,29750
607,30,3,4.91982,0.163994,29750
608,30,1,5.24944,0.174981,29854
608,30,2,3.83022,0.127674,29854
608,30,3,4.73172,0.157724,29854
609,30,1,5.44149,0.181383,29980
609,30,2,4.42853,0.147618,29980
609,30,3,5.48444,0.182815,29980
610,30,1,3.82168,0.127389,30130
610,30,2,3.79775,0.126592,30130
610,30,3,4.5659,0.152197,30130
611,30,1,3.61447,0.120482,30146
611,30,2,3.75117,0.125039,30146
611,30,3,3.65839,0.121946,30146
612,30,1,3.91117,0.130372,30180
612,30,2,4.02631,0.13421,30180
612,30,3,3.75922,0.125307,30180
613,30,1,4.49571,0.149857,30183
613,30,2,4.03399,0.134466,30183
613,30,3,3.72651,0.124217,30183
614,30,1,3.74673,0.124891,30191
614,30,2,4.9535,0.165117,30191
614,30,3,3.98864,0.132955,30191
615,30,1,3.78377,0.126126,30206
615,30,2,3.77208,0.125736,30206
615,30,3,5.50036,0.183345,30206
616,30,1,3.77395,0.125798,30230
616,30,2,4.01591,0.133864,30230
616,30,3,3.7966,0.126553,30230
617,30,1,4.31005,0.143668,30265
617,30,2,4.06199,0.1354,30265
617,30,3,4.61841,0.153947,30265
618,30,1,4.16036,0.138679,30313
618,30,2,4.69528,0.156509,30313
618,30,3,4.28914,0.142971,30313
619,30,1,5.45211,0.181737,30376
619,30,2,4.27972,0.142657,30376
619,30,3,6.64848,0.221616,30376
620,30,1,3.77422,0.125807,30456
620,30,2,5.14121,0.171374,30456
620,30,3,8.00284,0.266761,30456
621,30,1,6.98288,0.232763,30465
621,30,2,7.53225,0.251075,30465
621,30,3,5.57952,0.185984,30465
622,30,1,6.90342,0.230114,30485
622,30,2,3.86758,0.128919,30485
622,30,3,3.88408,0.129469,30485
623,30,1,4.39932,0.146644,30518
623,30,2,9.15606,0.305202,30518
623,30,3,7.29772,0.243257,30518
624,30,1,5.7195,0.19065,30566
624,30,2,5.71299,0.190433,30566
624,30,3,5.65087,0.188362,30566
625,30,1,5.87488,0.195829,30631
625,30,2,5.71549,0.190516,30631
625,30,3,4.22526,0.140842,30631
626,30,1,3.94794,0.131598,30715
626,30,2,4.89657,0.163219,30715
626,30,3,5.4234,0.18078,30715
627,30,1,5.38581,0.179527,30820
627,30,2,5.87211,0.195737,30820
627,30,3,4.42884,0.147628,30820
628,30,1,4.00824,0.133608,30948
628,30,2,4.15024,0.138341,30948
628,30,3,5.50007,0.183336,30948
629,30,1,5.64336,0.188112,31101
629,30,2,5.00554,0.166851,31101
629,30,3,5.08508,0.169503,31101
630,30,1,4.76438,0.158813,31111
630,30,2,5.62914,0.187638,31111
630,30,3,4.6583,0.155277,31111
631,30,1,4.46687,0.148896,31113
631,30,2,4.92188,0.164063,31113
631,30,3,4.7281,0.157603,31113
632,30,1,4.72224,0.157408,31119
632,30,2,4.15383,0.138461,31119
632,30,3,3.89505,0.129835,31119
633,30,1,5.07285,0.169095,31131
633,30,2,4.72794,0.157598,31131
633,30,3,4.30646,0.143549,31131
634,30,1,3.85469,0.12849,31151
634,30,2,4.81069,0.160356,31151
634,30,3,4.93547,0.164516,31151
635,30,1,5.12178,0.170726,31181
635,30,2,4.81674,0.160558,31181
635,30,3,4.46226,0.148742,31181
636,30,1,4.53541,0.15118,31223
636,30,2,4.10973,0.136991,31223
636,30,3,5.13015,0.171005,31223
637,30,1,5.15901,0.171967,31279
637,30,2,4.07811,0.135937,31279
637,30,3,4.10604,0.136868,31279
638,30,1,4.35439,0.145146,31351
638,30,2,5.86276,0.195425,31351
638,30,3,7.52257,0.250752,31351
639,30,1,4.68204,0.156068,31441
639,30,2,7.64237,0.254746,31441
639,30,3,6.55029,0.218343,31441
640,30,1,5.34304,0.178101,31551
640,30,2,5.75944,0.191981,31551
640,30,3,5.93069,0.19769,31551
641,30,1,4.67033,0.155678,31563
641,30,2,4.27592,0.142531,31563
641,30,3,5.1966,0.17322,31563
642,30,1,5.78947,0.192982,31589
642,30,2,5.82167,0.194056,31589
642,30,3,6.09861,0.203287,31589
643,30,1,6.61316,0.220439,31631
643,30,2,6.36805,0.212268,31631
643,30,3,6.8973,0.22991,31631
644,30,1,6.48707,0.216236,31691
644,30,2,5.91302,0.197101,31691
644,30,3,5.52699,0.184233,31691
645,30,1,6.27241,0.20908,31771
645,30,2,5.33625,0.177875,31771
645,30,3,5.395,0.179833,31771
646,30,1,5.71338,0.190446,31873
646,30,2,5.53309,0.184436,31873
646,30,3,5.17924,0.172641,31873
647,30,1,5.05551,0.168517,31880
647,30,2,6.16612,0.205537,31880
647,30,3,5.70401,0.190134,31880
648,30,1,5.10103,0.170034,31896
648,30,2,5.27176,0.175725,31896
648,30,3,5.24399,0.1748,31896
649,30,1,4.31607,0.143869,31923
649,30,2,4.17091,0.139031,31923
649,30,3,8.69571,0.289857,31923
650,30,1,5.02469,0.16749,31963
650,30,2,4.66737,0.155579,31963
650,30,3,5.7276,0.19092,31963
651,30,1,4.29459,0.143153,31968
651,30,2,5.48792,0.182931,31968
651,30,3,5.90565,0.196855,31968
652,30,1,4.25742,0.141914,31980
652,30,2,4.23196,0.141065,31980
652,30,3,4.43743,0.147914,31980
653,30,1,4.17943,0.139314,32001
653,30,2,4.1067,0.13689,32001
653,30,3,4.30915,0.143638,32001
654,30,1,4.2324,0.14108,32033
654,30,2,4.22452,0.140817,32033
654,30,3,4.26695,0.142232,32033
655,30,1,4.23897,0.141299,32078
655,30,2,4.25078,0.141693,32078
655,30,3,4.26734,0.142245,32078
656,30,1,5.22556,0.174185,32138
656,30,2,4.12321,0.13744,32138
656,30,3,4.35699,0.145233,32138
657,30,1,5.16901,0.1723,32215
657,30,2,4.31111,0.143704,32215
657,30,3,4.23226,0.141075,32215
658,30,1,5.53674,0.184558,32311
658,30,2,4.67399,0.1558,32311
658,30,3,4.25338,0.141779,32311
659,30,1,5.82402,0.194134,32428
659,30,2,4.40062,0.146687,32428
659,30,3,4.45188,0.148396,32428
660,30,1,5.25911,0.175304,32568
660,30,2,4.63054,0.154351,32568
660,30,3,5.06907,0.168969,32568
661,30,1,5.25394,0.175131,32583
661,30,2,4.39957,0.146652,32583
661,30,3,4.26681,0.142227,32583
662,30,1,5.67003,0.189001,32615
662,30,2,7.3362,0.24454,32615
662,30,3,4.35612,0.145204,32615
663,30,1,4.58312,0.152771,32666
663,30,2,4.25633,0.141878,32666
663,30,3,4.25071,0.14169,32666
664,30,1,5.07897,0.169299,32670
664,30,2,4.26797,0.142266,32670
664,30,3,4.34034,0.144678,32670
665,30,1,4.98176,0.166059,32680
665,30,2,4.30577,0.143526,32680
665,30,3,4.28972,0.14299,32680
666,30,1,5.35192,0.178397,32698
666,30,2,4.36031,0.145344,32698
666,30,3,4.36977,0.145659,32698
667,30,1,5.51484,0.183828,32726
667,30,2,4.3987,0.146623,32726
667,30,3,4.53099,0.151033,32726
668,30,1,5.44271,0.181424,32766
668,30,2,4.35913,0.145304,32766
668,30,3,4.72356,0.157452,32766
669,30,1,5.34288,0.178096,32820
669,30,2,4.52477,0.150826,32820
669,30,3,4.45087,0.148362,32820
670,30,1,5.6943,0.18981,32890
670,30,2,4.75785,0.158595,32890
670,30,3,4.49377,0.149792,32890
671,30,1,5.38406,0.179469,32898
671,30,2,5.37181,0.17906,32898
671,30,3,4.57775,0.152592,32898
672,30,1,6.82647,0.227549,32916
672,30,2,8.7522,0.29174,32916
672,30,3,8.72058,0.290686,32916
673,30,1,4.87981,0.16266,32946
673,30,2,4.68227,0.156076,32946
673,30,3,4.53886,0.151295,32946
674,30,1,8.3877,0.27959,32990
674,30,2,6.50945,0.216982,32990
674,30,3,5.83699,0.194566,32990
675,30,1,7.405,0.246833,33050
675,30,2,6.51653,0.217218,33050
675,30,3,4.5443,0.151477,33050
676,30,1,7.55959,0.251986,33128
676,30,2,6.6602,0.222007,33128
676,30,3,6.32148,0.210716,33128
677,30,1,6.79135,0.226378,33226
677,30,2,5.77335,0.192445,33226
677,30,3,6.77001,0.225667,33226
678,30,1,5.72395,0.190798,33346
678,30,2,4.76319,0.158773,33346
678,30,3,4.76681,0.158894,33346
679,30,1,5.99786,0.199929,33490
679,30,2,4.5843,0.15281,33490
679,30,3,4.49046,0.149682,33490
680,30,1,6.34969,0.211656,33660
680,30,2,4.57316,0.152439,33660
680,30,3,4.80102,0.160034,33660
681,30,1,6.39233,0.213078,33661
681,30,2,6.43717,0.214572,33661
681,30,3,6.97666,0.232555,33661
682,30,1,4.51693,0.150564,33665
682,30,2,4.53753,0.151251,33665
682,30,3,5.06809,0.168936,33665
683,30,1,6.46866,0.215622,33674
683,30,2,6.75439,0.225146,33674
683,30,3,5.83125,0.194375,33674
684,30,1,4.70432,0.156811,33690
684,30,2,4.56684,0.152228,33690
684,30,3,5.99575,0.199858,33690
685,30,1,7.05168,0.235056,33715
685,30,2,6.4234,0.214113,33715
685,30,3,5.36331,0.178777,33715
686,30,1,4.79816,0.159939,33751
686,30,2,4.84285,0.161428,33751
686,30,3,5.6036,0.186787,33751
687,30,1,4.7013,0.15671,33800
687,30,2,4.73948,0.157983,33800
687,30,3,8.32643,0.277548,33800
688,30,1,5.25865,0.175288,33864
688,30,2,5.58073,0.186024,33864
688,30,3,4.88887,0.162962,33864
689,30,1,4.84894,0.161631,33945
689,30,2,7.66805,0.255602,33945
689,30,3,7.4598,0.24866,33945
690,30,1,5.15009,0.17167,34045
690,30,2,5.86356,0.195452,34045
690,30,3,7.0135,0.233783,34045
691,30,1,6.81159,0.227053,34056
691,30,2,7.41038,0.247013,34056
691,30,3,4.76812,0.158937,34056
692,30,1,4.83225,0.161075,34080
692,30,2,5.94353,0.198118,34080
692,30,3,7.27048,0.242349,34080
693,30,1,6.70614,0.223538,34119
693,30,2,4.68789,0.156263,34119
693,30,3,4.70885,0.156962,34119
694,30,1,6.18003,0.206001,34175
694,30,2,5.28757,0.176252,34175
694,30,3,5.43414,0.181138,34175
695,30,1,6.16044,0.205348,34250
