dataset,n,data_bytes,data_kb,data_mb,reference_sum,inner_loop,naive_result,naive_abs_error,naive_rel_error,naive_avg_ms,naive_min_ms,naive_time_per_elem_ns,way2_result,way2_abs_error,way2_rel_error,way2_avg_ms,way2_min_ms,way2_time_per_elem_ns,way2_speedup_vs_naive,way4_result,way4_abs_error,way4_rel_error,way4_avg_ms,way4_min_ms,way4_time_per_elem_ns,way4_speedup_vs_naive,way8_result,way8_abs_error,way8_rel_error,way8_avg_ms,way8_min_ms,way8_time_per_elem_ns,way8_speedup_vs_naive,way16_result,way16_abs_error,way16_rel_error,way16_avg_ms,way16_min_ms,way16_time_per_elem_ns,way16_speedup_vs_naive,recursive_result,recursive_abs_error,recursive_rel_error,recursive_avg_ms,recursive_min_ms,recursive_time_per_elem_ns,recursive_speedup_vs_naive,iterative_result,iterative_abs_error,iterative_rel_error,iterative_avg_ms,iterative_min_ms,iterative_time_per_elem_ns,iterative_speedup_vs_naive,divide_result,divide_abs_error,divide_rel_error,divide_avg_ms,divide_min_ms,divide_time_per_elem_ns,divide_speedup_vs_naive,stdacc_result,stdacc_abs_error,stdacc_rel_error,stdacc_avg_ms,stdacc_min_ms,stdacc_time_per_elem_ns,stdacc_speedup_vs_naive,kahan_result,kahan_abs_error,kahan_rel_error,kahan_avg_ms,kahan_min_ms,kahan_time_per_elem_ns,kahan_speedup_vs_naive
ones,2700000,10800000,10546.8750,10.299683,2700000.0000000000,30,2700000.0000000000,0.0000000000,0.0000000000,66.6249428750,60.0460550000,0.8225301590,2700000.0000000000,0.0000000000,0.0000000000,33.5357617500,30.1131190000,0.4140217500,1.9866834507,2700000.0000000000,0.0000000000,0.0000000000,19.7554135000,14.3665080000,0.2438939938,3.3724904252,2700000.0000000000,0.0000000000,0.0000000000,16.3730745000,11.0661730000,0.2021367222,4.0691772871,2700000.0000000000,0.0000000000,0.0000000000,13.5319780000,11.7826300000,0.1670614568,4.9235184150,2700000.0000000000,0.0000000000,0.0000000000,231.8647846250,203.0612990000,2.8625282052,0.2873439491,2700000.0000000000,0.0000000000,0.0000000000,66.3475331250,53.1712910000,0.8191053472,1.0041811615,2700000.0000000000,0.0000000000,0.0000000000,52.2544865000,47.8015380000,0.6451171173,1.2750090440,2700000.0000000000,0.0000000000,0.0000000000,58.1652301250,52.8142310000,0.7180892608,1.1454427797,2700000.0000000000,0.0000000000,0.0000000000,214.5942668750,195.5814400000,2.6493119367,0.3104693515
ones,2750000,11000000,10742.1875,10.490417,2750000.0000000000,30,2750000.0000000000,0.0000000000,0.0000000000,52.9792756250,48.2808900000,0.6421730379,2750000.0000000000,0.0000000000,0.0000000000,29.0609363750,24.0143130000,0.3522537742,1.8230409007,2750000.0000000000,0.0000000000,0.0000000000,23.7202211250,16.0329310000,0.2875178318,2.2335068188,2750000.0000000000,0.0000000000,0.0000000000,21.5132761250,13.1752830000,0.2607669833,2.4626316939,2750000.0000000000,0.0000000000,0.0000000000,17.1862605000,16.3174020000,0.2083183091,3.0826528915,2750000.0000000000,0.0000000000,0.0000000000,203.4934098750,189.3481910000,2.4665867864,0.2603488519,2750000.0000000000,0.0000000000,0.0000000000,71.1821518750,55.7378710000,0.8628139621,0.7442775222,2750000.0000000000,0.0000000000,0.0000000000,46.9398967500,41.9750900000,0.5689684455,1.1286619548,2750000.0000000000,0.0000000000,0.0000000000,56.3385121250,48.9937920000,0.6828910561,0.9403740643,2750000.0000000000,0.0000000000,0.0000000000,206.4163386250,196.5283690000,2.5020162258,0.2566622196
ones,2800000,11200000,10937.5000,10.681152,2800000.0000000000,30,2800000.0000000000,0.0000000000,0.0000000000,61.3758653750,56.1958600000,0.7306650640,2800000.0000000000,0.0000000000,0.0000000000,30.2548447500,26.4937110000,0.3601767232,2.0286293280,2800000.0000000000,0.0000000000,0.0000000000,18.9210157500,16.5892790000,0.2252501875,3.2437933664,2800000.0000000000,0.0000000000,0.0000000000,15.1836135000,14.0959650000,0.1807573036,4.0422436579,2800000.0000000000,0.0000000000,0.0000000000,13.9099621250,13.1445240000,0.1655947872,4.4123675409,2800000.0000000000,0.0000000000,0.0000000000,211.0045546250,198.3910790000,2.5119589836,0.2908745998,2800000.0000000000,0.0000000000,0.0000000000,66.0264825000,51.8282310000,0.7860295536,0.9295643665,2800000.0000000000,0.0000000000,0.0000000000,49.9702531250,44.8002970000,0.5948839658,1.2282480383,2800000.0000000000,0.0000000000,0.0000000000,60.5374778750,50.7683820000,0.7206842604,1.0138490656,2800000.0000000000,0.0000000000,0.0000000000,441.9571572500,191.5307540000,5.2613947292,0.1388728848
ones,2850000,11400000,11132.8125,10.871887,2850000.0000000000,30,2850000.0000000000,0.0000000000,0.0000000000,66.6304417500,51.0558640000,0.7793034123,2850000.0000000000,0.0000000000,0.0000000000,27.4961965000,25.7790060000,0.3215929415,2.4232603135,2850000.0000000000,0.0000000000,0.0000000000,19.3680798750,16.4564440000,0.2265272500,3.4402192773,2850000.0000000000,0.0000000000,0.0000000000,19.5150988750,13.7800220000,0.2282467705,3.4143020323,2850000.0000000000,0.0000000000,0.0000000000,14.3500962500,13.2592080000,0.1678373830,4.6432052154,2850000.0000000000,0.0000000000,0.0000000000,224.5264127500,203.7171290000,2.6260399152,0.2967599265,2850000.0000000000,0.0000000000,0.0000000000,75.4951325000,62.1892780000,0.8829840058,0.8825793073,2850000.0000000000,0.0000000000,0.0000000000,50.1082986250,40.7429900000,0.5860619722,1.3297286792,2850000.0000000000,0.0000000000,0.0000000000,52.5970001250,46.6502890000,0.6151695921,1.2668106849,2850000.0000000000,0.0000000000,0.0000000000,209.1202473750,188.6975800000,2.4458508465,0.3186226230
ones,2900000,11600000,11328.1250,11.062622,2900000.0000000000,30,2900000.0000000000,0.0000000000,0.0000000000,58.0261685000,49.5680410000,0.6669674540,2900000.0000000000,0.0000000000,0.0000000000,33.8098611250,28.2070260000,0.3886190934,1.7162498327,2900000.0000000000,0.0000000000,0.0000000000,17.9107207500,15.6171320000,0.2058703534,3.2397450281,2900000.0000000000,0.0000000000,0.0000000000,18.6856665000,12.6866060000,0.2147777759,3.1053839316,2900000.0000000000,0.0000000000,0.0000000000,16.4730630000,13.2204170000,0.1893455517,3.5224881068,2900000.0000000000,0.0000000000,0.0000000000,237.7511748750,197.1010040000,2.7327721250,0.2440625941,2900000.0000000000,0.0000000000,0.0000000000,62.1751758750,54.9386640000,0.7146571940,0.9332690689,2900000.0000000000,0.0000000000,0.0000000000,55.0618633750,43.2405200000,0.6328949813,1.0538359028,2900000.0000000000,0.0000000000,0.0000000000,62.1666781250,52.9366720000,0.7145595187,0.9333966403,2900000.0000000000,0.0000000000,0.0000000000,233.5068686250,207.5988940000,2.6839869957,0.2484987651
ones,2950000,11800000,11523.4375,11.253357,2950000.0000000000,30,2950000.0000000000,0.0000000000,0.0000000000,65.7687462500,59.6414880000,0.7431496751,2950000.0000000000,0.0000000000,0.0000000000,46.6156695000,40.2926530000,0.5267307288,1.4108720727,2950000.0000000000,0.0000000000,0.0000000000,29.1162411250,24.5902340000,0.3289970749,2.2588336856,2950000.0000000000,0.0000000000,0.0000000000,18.1412185000,15.9250680000,0.2049855198,3.6253764459,2950000.0000000000,0.0000000000,0.0000000000,25.2389625000,16.9499160000,0.2851860169,2.6058419101,2950000.0000000000,0.0000000000,0.0000000000,244.8787370000,219.7958670000,2.7669913785,0.2685767946,2950000.0000000000,0.0000000000,0.0000000000,96.3085921250,79.9448320000,1.0882326794,0.6828959369,2950000.0000000000,0.0000000000,0.0000000000,59.5247265000,47.4916000000,0.6725957797,1.1048979158,2950000.0000000000,0.0000000000,0.0000000000,61.5711527500,53.3848840000,0.6957192401,1.0681746778,2950000.0000000000,0.0000000000,0.0000000000,225.2741257500,199.1441430000,2.5454703475,0.2919498457
ones,3000000,12000000,11718.7500,11.444092,3000000.0000000000,30,3000000.0000000000,0.0000000000,0.0000000000,68.3744958750,55.8031800000,0.7597166208,3000000.0000000000,0.0000000000,0.0000000000,31.8028988750,29.8078890000,0.3533655431,2.1499453916,3000000.0000000000,0.0000000000,0.0000000000,19.3799751250,18.2172500000,0.2153330569,3.5281002908,3000000.0000000000,0.0000000000,0.0000000000,18.6517980000,16.3941150000,0.2072422000,3.6658393939,3000000.0000000000,0.0000000000,0.0000000000,18.9750840000,15.8118080000,0.2108342667,3.6033830404,3000000.0000000000,0.0000000000,0.0000000000,245.6428431250,223.3395030000,2.7293649236,0.2783492285,3000000.0000000000,0.0000000000,0.0000000000,77.0529991250,58.7727820000,0.8561444347,0.8873696891,3000000.0000000000,0.0000000000,0.0000000000,63.8226830000,53.6614140000,0.7091409222,1.0713196729,3000000.0000000000,0.0000000000,0.0000000000,65.7075278750,54.7591340000,0.7300836431,1.0405884696,3000000.0000000000,0.0000000000,0.0000000000,451.7700107500,215.4613010000,5.0196667861,0.1513480183
ones,3050000,12200000,11914.0625,11.634827,3050000.0000000000,30,3050000.0000000000,0.0000000000,0.0000000000,67.2735108750,60.1503900000,0.7352296270,3050000.0000000000,0.0000000000,0.0000000000,33.5449440000,30.0874420000,0.3666114098,2.0054739360,3050000.0000000000,0.0000000000,0.0000000000,25.0383311250,18.4445030000,0.2736429631,2.6868208803,3050000.0000000000,0.0000000000,0.0000000000,18.3634632500,16.1843760000,0.2006935874,3.6634435433,3050000.0000000000,0.0000000000,0.0000000000,16.8630556250,15.9538970000,0.1842956899,3.9894021802,3050000.0000000000,0.0000000000,0.0000000000,215.1993290000,199.9363490000,2.3519052350,0.3126102260,3050000.0000000000,0.0000000000,0.0000000000,68.2132580000,61.8712230000,0.7455000874,0.9862233948,3050000.0000000000,0.0000000000,0.0000000000,58.9079647500,53.0084480000,0.6438028934,1.1420104422,3050000.0000000000,0.0000000000,0.0000000000,68.0430957500,61.7927820000,0.7436403907,0.9886897434,3050000.0000000000,0.0000000000,0.0000000000,232.3793606250,208.8376410000,2.5396651434,0.2894986486
ones,3100000,12400000,12109.3750,11.825562,3100000.0000000000,30,3100000.0000000000,0.0000000000,0.0000000000,69.5271473750,57.4779130000,0.7476037352,3100000.0000000000,0.0000000000,0.0000000000,41.4479825000,37.2421120000,0.4456772312,1.6774555281,3100000.0000000000,0.0000000000,0.0000000000,28.6135430000,23.9246400000,0.3076725054,2.4298685198,3100000.0000000000,0.0000000000,0.0000000000,27.3615358750,17.9075380000,0.2942100632,2.5410542629,3100000.0000000000,0.0000000000,0.0000000000,24.3044145000,14.4691730000,0.2613377903,2.8606797903,3100000.0000000000,0.0000000000,0.0000000000,219.4681195000,214.0377570000,2.3598722527,0.3167983921,3100000.0000000000,0.0000000000,0.0000000000,72.4809572500,67.8098430000,0.7793651317,0.9592470907,3100000.0000000000,0.0000000000,0.0000000000,53.2907038750,50.4418600000,0.5730183212,1.3046768445,3100000.0000000000,0.0000000000,0.0000000000,64.2995805000,58.9236530000,0.6913933387,1.0813001708,3100000.0000000000,0.0000000000,0.0000000000,232.0253192500,214.3964100000,2.4948959059,0.2996532775
ones,3150000,12600000,12304.6875,12.016296,3150000.0000000000,30,3150000.0000000000,0.0000000000,0.0000000000,80.1749066250,76.5110300000,0.8484117103,3150000.0000000000,0.0000000000,0.0000000000,45.8965668750,42.8459730000,0.4856779563,1.7468606496,3150000.0000000000,0.0000000000,0.0000000000,33.8473942500,30.7701190000,0.3581734841,2.3687172499,3150000.0000000000,0.0000000000,0.0000000000,32.9614711250,30.9463430000,0.3487986362,2.4323825330,3150000.0000000000,0.0000000000,0.0000000000,28.4530358750,25.0952270000,0.3010903267,2.8177979663,3150000.0000000000,0.0000000000,0.0000000000,246.5836843750,233.5355000000,2.6093511574,0.3251427880,3150000.0000000000,0.0000000000,0.0000000000,75.9591991250,70.9511740000,0.8038010489,1.0554996307,3150000.0000000000,0.0000000000,0.0000000000,53.4686365000,51.1199360000,0.5658056772,1.4994754285,3150000.0000000000,0.0000000000,0.0000000000,74.5582347500,69.1572150000,0.7889760291,1.0753326832,3150000.0000000000,0.0000000000,0.0000000000,242.9714737500,223.4612400000,2.5711267063,0.3299766240
ones,3200000,12800000,12500.0000,12.207031,3200000.0000000000,30,3200000.0000000000,0.0000000000,0.0000000000,76.9510650000,70.4999600000,0.8015735938,3200000.0000000000,0.0000000000,0.0000000000,42.1913920000,39.3052100000,0.4394936667,1.8238569849,3200000.0000000000,0.0000000000,0.0000000000,33.8938400000,29.8610620000,0.3530608333,2.2703554687,3200000.0000000000,0.0000000000,0.0000000000,34.8347925000,28.4868710000,0.3628624219,2.2090289471,3200000.0000000000,0.0000000000,0.0000000000,29.8328758750,27.1679270000,0.3107591237,2.5794048593,3200000.0000000000,0.0000000000,0.0000000000,262.4337892500,255.1603440000,2.7336853047,0.2932208738,3200000.0000000000,0.0000000000,0.0000000000,303.7490161250,86.7873460000,3.1640522513,0.2533376601,3200000.0000000000,0.0000000000,0.0000000000,58.1492840000,56.4358120000,0.6057217083,1.3233364146,3200000.0000000000,0.0000000000,0.0000000000,70.4672445000,67.7887330000,0.7340337969,1.0920118354,3200000.0000000000,0.0000000000,0.0000000000,220.3045177500,211.0520820000,2.2948387266,0.3492940852
ones,3250000,13000000,12695.3125,12.397766,3250000.0000000000,30,3250000.0000000000,0.0000000000,0.0000000000,65.9955917500,62.5804240000,0.6768778641,3250000.0000000000,0.0000000000,0.0000000000,41.8823210000,35.8483370000,0.4295622667,1.5757386452,3250000.0000000000,0.0000000000,0.0000000000,33.0291468750,30.7707370000,0.3387604808,1.9981016161,3250000.0000000000,0.0000000000,0.0000000000,28.6858125000,24.8223630000,0.2942134615,2.3006352618,3250000.0000000000,0.0000000000,0.0000000000,25.0858412500,18.3343360000,0.2572906795,2.6307904563,3250000.0000000000,0.0000000000,0.0000000000,232.4760403750,224.2913340000,2.3843696449,0.2838812621,3250000.0000000000,0.0000000000,0.0000000000,84.6861132500,73.3876110000,0.8685755205,0.7792965011,3250000.0000000000,0.0000000000,0.0000000000,55.5900553750,53.9498110000,0.5701544141,1.1871834145,3250000.0000000000,0.0000000000,0.0000000000,64.8123127500,62.2716140000,0.6647416692,1.0182570094,3250000.0000000000,0.0000000000,0.0000000000,220.7572931250,208.1295080000,2.2641773654,0.2989509013
ones,3300000,13200000,12890.6250,12.588501,3300000.0000000000,30,3300000.0000000000,0.0000000000,0.0000000000,67.8309398750,63.5066190000,0.6851610088,3300000.0000000000,0.0000000000,0.0000000000,42.8314697500,41.6754450000,0.4326411086,1.5836706111,3300000.0000000000,0.0000000000,0.0000000000,35.1833731250,31.7842350000,0.3553876073,1.9279260017,3300000.0000000000,0.0000000000,0.0000000000,35.6340502500,32.6568750000,0.3599399015,1.9035428024,3300000.0000000000,0.0000000000,0.0000000000,31.0079367500,27.0295000000,0.3132114823,2.1875347729,3300000.0000000000,0.0000000000,0.0000000000,242.9704965000,223.3651120000,2.4542474394,0.2791735657,3300000.0000000000,0.0000000000,0.0000000000,96.7436535000,80.6975680000,0.9772086212,0.7011409785,3300000.0000000000,0.0000000000,0.0000000000,70.0985845000,63.7836360000,0.7080665101,0.9676506360,3300000.0000000000,0.0000000000,0.0000000000,61.9776171250,57.4476040000,0.6260365366,1.0944425265,3300000.0000000000,0.0000000000,0.0000000000,236.9524720000,221.6917360000,2.3934593131,0.2862639048
ones,3350000,13400000,13085.9375,12.779236,3350000.0000000000,30,3350000.0000000000,0.0000000000,0.0000000000,81.4122846250,72.1250690000,0.8100724838,3350000.0000000000,0.0000000000,0.0000000000,52.3431096250,47.7267080000,0.5208269614,1.5553581973,3350000.0000000000,0.0000000000,0.0000000000,40.6237685000,33.6042070000,0.4042166020,2.0040554491,3350000.0000000000,0.0000000000,0.0000000000,29.2857821250,21.0465080000,0.2914008172,2.7799252305,3350000.0000000000,0.0000000000,0.0000000000,26.2779775000,20.8272350000,0.2614724129,3.0981183626,3350000.0000000000,0.0000000000,0.0000000000,290.1125827500,272.7945230000,2.8866923657,0.2806230735,3350000.0000000000,0.0000000000,0.0000000000,113.6020131250,104.4170230000,1.1303682898,0.7166447353,3350000.0000000000,0.0000000000,0.0000000000,77.6861653750,67.6744550000,0.7729966704,1.0479637427,3350000.0000000000,0.0000000000,0.0000000000,79.5177000000,64.5912290000,0.7912208955,1.0238259485,3350000.0000000000,0.0000000000,0.0000000000,492.1042807500,256.3790370000,4.8965600075,0.1654370584
ones,3400000,13600000,13281.2500,12.969971,3400000.0000000000,30,3400000.0000000000,0.0000000000,0.0000000000,80.5194356250,70.5890440000,0.7894062316,3400000.0000000000,0.0000000000,0.0000000000,45.7042266250,38.8282750000,0.4480806532,1.7617503144,3400000.0000000000,0.0000000000,0.0000000000,31.5536273750,24.9585010000,0.3093492880,2.5518281834,3400000.0000000000,0.0000000000,0.0000000000,29.2820630000,22.8931340000,0.2870790490,2.7497869814,3400000.0000000000,0.0000000000,0.0000000000,28.7827765000,24.9553150000,0.2821840833,2.7974867409,3400000.0000000000,0.0000000000,0.0000000000,263.2177242500,246.8099360000,2.5805659240,0.3059043074,3400000.0000000000,0.0000000000,0.0000000000,102.5660086250,84.1081590000,1.0055491042,0.7850499079,3400000.0000000000,0.0000000000,0.0000000000,75.6763525000,65.7674500000,0.7419250245,1.0639973118,3400000.0000000000,0.0000000000,0.0000000000,73.3006765000,62.8837410000,0.7186340833,1.0984814802,3400000.0000000000,0.0000000000,0.0000000000,285.7664062500,276.6610720000,2.8016314338,0.2817666243
ones,3450000,13800000,13476.5625,13.160706,3450000.0000000000,30,3450000.0000000000,0.0000000000,0.0000000000,85.2172730000,75.6540320000,0.8233552947,3450000.0000000000,0.0000000000,0.0000000000,53.6827008750,46.2178440000,0.5186734384,1.5874252154,3450000.0000000000,0.0000000000,0.0000000000,39.2443526250,33.1991980000,0.3791724891,2.1714531468,3450000.0000000000,0.0000000000,0.0000000000,41.5640758750,36.9442850000,0.4015852742,2.0502626657,3450000.0000000000,0.0000000000,0.0000000000,28.5540961250,25.0816830000,0.2758849867,2.9844150075,3450000.0000000000,0.0000000000,0.0000000000,280.6186025000,248.6568220000,2.7112908454,0.3036764927,3450000.0000000000,0.0000000000,0.0000000000,90.8662938750,84.0549850000,0.8779352065,0.9378315035,3450000.0000000000,0.0000000000,0.0000000000,76.9067658750,72.2585600000,0.7430605399,1.1080595060,3450000.0000000000,0.0000000000,0.0000000000,83.2128918750,73.8980730000,0.8039892935,1.0240873869,3450000.0000000000,0.0000000000,0.0000000000,256.3061080000,239.8410940000,2.4763875169,0.3324824120
ones,3500000,14000000,13671.8750,13.351440,3500000.0000000000,30,3500000.0000000000,0.0000000000,0.0000000000,82.6912812500,75.2476300000,0.7875360119,3500000.0000000000,0.0000000000,0.0000000000,54.7344421250,45.0911900000,0.5212804012,1.5107723408,3500000.0000000000,0.0000000000,0.0000000000,41.7929403750,37.0601540000,0.3980280036,1.9785944829,3500000.0000000000,0.0000000000,0.0000000000,28.3592816250,20.9134440000,0.2700883964,2.9158454133,3500000.0000000000,0.0000000000,0.0000000000,25.9872518750,19.4523900000,0.2474976369,3.1819940657,3500000.0000000000,0.0000000000,0.0000000000,300.8207823750,288.9286440000,2.8649598321,0.2748855335,3500000.0000000000,0.0000000000,0.0000000000,85.9385073750,81.9885450000,0.8184619750,0.9622145389,3500000.0000000000,0.0000000000,0.0000000000,73.3880620000,67.3842020000,0.6989339238,1.1267674741,3500000.0000000000,0.0000000000,0.0000000000,87.0095456250,82.8335080000,0.8286623393,0.9503702227,3500000.0000000000,0.0000000000,0.0000000000,255.7123665000,233.9622720000,2.4353558714,0.3233761526
ones,3550000,14200000,13867.1875,13.542175,3550000.0000000000,30,3550000.0000000000,0.0000000000,0.0000000000,100.4547170000,90.3994240000,0.9432367793,3550000.0000000000,0.0000000000,0.0000000000,263.9452055000,39.9122190000,2.4783587371,0.3805892848,3550000.0000000000,0.0000000000,0.0000000000,30.1880318750,27.7897360000,0.2834556984,3.3276338589,3550000.0000000000,0.0000000000,0.0000000000,33.3091950000,25.7288250000,0.3127623944,3.0158254200,3550000.0000000000,0.0000000000,0.0000000000,28.5329113750,22.6207920000,0.2679146608,3.5206613051,3550000.0000000000,0.0000000000,0.0000000000,273.6064377500,241.1555600000,2.5690745329,0.3671504144,3550000.0000000000,0.0000000000,0.0000000000,94.9481266250,82.4206570000,0.8915317054,1.0579957770,3550000.0000000000,0.0000000000,0.0000000000,73.6643737500,62.9565250000,0.6916842606,1.3636811377,3550000.0000000000,0.0000000000,0.0000000000,90.4174837500,78.5294580000,0.8489904577,1.1110098715,3550000.0000000000,0.0000000000,0.0000000000,279.5882885000,266.1567330000,2.6252421455,0.3592951534
ones,3600000,14400000,14062.5000,13.732910,3600000.0000000000,30,3600000.0000000000,0.0000000000,0.0000000000,92.7572525000,82.5063140000,0.8588634491,3600000.0000000000,0.0000000000,0.0000000000,50.3178202500,45.2956830000,0.4659057431,1.8434274784,3600000.0000000000,0.0000000000,0.0000000000,26.1840862500,24.1784350000,0.2424452431,3.5425048487,3600000.0000000000,0.0000000000,0.0000000000,21.8062395000,19.6325890000,0.2019096250,4.2537023635,3600000.0000000000,0.0000000000,0.0000000000,26.8767130000,21.9721110000,0.2488584537,3.4512126725,3600000.0000000000,0.0000000000,0.0000000000,263.9974933750,248.2766230000,2.4444212350,0.3513565652,3600000.0000000000,0.0000000000,0.0000000000,82.4227392500,79.6922880000,0.7631735116,1.1253842489,3600000.0000000000,0.0000000000,0.0000000000,74.3506192500,68.1467500000,0.6884316597,1.2475652985,3600000.0000000000,0.0000000000,0.0000000000,88.3292813750,76.8705950000,0.8178637164,1.0501302745,3600000.0000000000,0.0000000000,0.0000000000,285.9806927500,258.1598800000,2.6479693773,0.3243479537
ones,3650000,14600000,14257.8125,13.923645,3650000.0000000000,30,3650000.0000000000,0.0000000000,0.0000000000,86.3840021250,78.8538800000,0.7888949966,3650000.0000000000,0.0000000000,0.0000000000,48.9666027500,40.8280830000,0.4471835868,1.7641412161,3650000.0000000000,0.0000000000,0.0000000000,32.7539601250,26.3919280000,0.2991229235,2.6373605450,3650000.0000000000,0.0000000000,0.0000000000,25.7086721250,23.3664240000,0.2347823938,3.3601113937,3650000.0000000000,0.0000000000,0.0000000000,24.6292978750,21.2497340000,0.2249250947,3.5073676303,3650000.0000000000,0.0000000000,0.0000000000,269.8954717500,240.5282970000,2.4647988288,0.3200646590,3650000.0000000000,0.0000000000,0.0000000000,105.4284198750,98.8146620000,0.9628166199,0.8193616316,3650000.0000000000,0.0000000000,0.0000000000,73.2864178750,66.1840310000,0.6692823550,1.1787177574,3650000.0000000000,0.0000000000,0.0000000000,87.9633521250,79.5392140000,0.8033182842,0.9820453636,3650000.0000000000,0.0000000000,0.0000000000,254.4798643750,236.0130800000,2.3240170263,0.3394531915
ones,3700000,14800000,14453.1250,14.114380,3700000.0000000000,30,3700000.0000000000,0.0000000000,0.0000000000,93.7062630000,83.8724880000,0.8442005676,3700000.0000000000,0.0000000000,0.0000000000,61.8148422500,55.1236890000,0.5568904707,1.5159185009,3700000.0000000000,0.0000000000,0.0000000000,37.2967741250,31.5216040000,0.3360069741,2.5124495402,3700000.0000000000,0.0000000000,0.0000000000,29.6136000000,26.6268200000,0.2667891892,3.1642982616,3700000.0000000000,0.0000000000,0.0000000000,40.2558310000,31.8842360000,0.3626651441,2.3277686902,3700000.0000000000,0.0000000000,0.0000000000,317.5322697500,286.9518740000,2.8606510788,0.2951078423,3700000.0000000000,0.0000000000,0.0000000000,94.0937738750,84.6953370000,0.8476916565,0.9958816523,3700000.0000000000,0.0000000000,0.0000000000,73.1218457500,64.8763500000,0.6587553671,1.2815084472,3700000.0000000000,0.0000000000,0.0000000000,86.4337411250,70.2455180000,0.7786823525,1.0841398484,3700000.0000000000,0.0000000000,0.0000000000,278.0646286250,245.8710460000,2.5050867444,0.3369945450
ones,3750000,15000000,14648.4375,14.305115,3750000.0000000000,30,3750000.0000000000,0.0000000000,0.0000000000,100.9969432500,95.0085660000,0.8977506067,3750000.0000000000,0.0000000000,0.0000000000,42.9177405000,39.7353560000,0.3814910267,2.3532679510,3750000.0000000000,0.0000000000,0.0000000000,30.2309746250,24.1569130000,0.2687197744,3.3408431089,3750000.0000000000,0.0000000000,0.0000000000,34.8174811250,25.6827130000,0.3094887211,2.9007538738,3750000.0000000000,0.0000000000,0.0000000000,25.3761323750,22.1753380000,0.2255656211,3.9799974936,3750000.0000000000,0.0000000000,0.0000000000,284.4226038750,262.7444700000,2.5282009233,0.3550946439,3750000.0000000000,0.0000000000,0.0000000000,96.4286278750,90.5193670000,0.8571433589,1.0473750947,3750000.0000000000,0.0000000000,0.0000000000,81.5478895000,76.6175030000,0.7248701289,1.2384985543,3750000.0000000000,0.0000000000,0.0000000000,95.0500992500,83.1280950000,0.8448897711,1.0625653634,3750000.0000000000,0.0000000000,0.0000000000,303.0568848750,275.6679820000,2.6938389767,0.3332606791
ones,3800000,15200000,14843.7500,14.495850,3800000.0000000000,30,3800000.0000000000,0.0000000000,0.0000000000,93.9448261250,83.7557920000,0.8240774221,3800000.0000000000,0.0000000000,0.0000000000,53.8730610000,48.6931340000,0.4725707105,1.7438182346,3800000.0000000000,0.0000000000,0.0000000000,35.7295280000,30.4315560000,0.3134169123,2.6293329743,3800000.0000000000,0.0000000000,0.0000000000,36.6673710000,31.4873670000,0.3216436053,2.5620824063,3800000.0000000000,0.0000000000,0.0000000000,36.6902428750,27.9419760000,0.3218442357,2.5604852616,3800000.0000000000,0.0000000000,0.0000000000,334.3917538750,306.1013920000,2.9332609989,0.2809424127,3800000.0000000000,0.0000000000,0.0000000000,109.9973188750,100.5273560000,0.9648887621,0.8540646907,3800000.0000000000,0.0000000000,0.0000000000,85.1840843750,75.3484320000,0.7472288103,1.1028448191,3800000.0000000000,0.0000000000,0.0000000000,100.1005020000,70.5738250000,0.8780745789,0.9385050449,3800000.0000000000,0.0000000000,0.0000000000,314.5018200000,260.5764480000,2.7587878947,0.2987099602
ones,3850000,15400000,15039.0625,14.686584,3850000.0000000000,30,3850000.0000000000,0.0000000000,0.0000000000,94.2300538750,77.5388430000,0.8158446223,3850000.0000000000,0.0000000000,0.0000000000,65.7697076250,58.5951040000,0.5694346981,1.4327272734,3850000.0000000000,0.0000000000,0.0000000000,46.2529365000,36.3439370000,0.4004583247,2.0372772197,3850000.0000000000,0.0000000000,0.0000000000,31.7375755000,26.9706950000,0.2747842035,2.9690375648,3850000.0000000000,0.0000000000,0.0000000000,28.6981898750,25.4057200000,0.2484691764,3.2834842297,3850000.0000000000,0.0000000000,0.0000000000,316.0807010000,293.0177530000,2.7366294459,0.2981202382,3850000.0000000000,0.0000000000,0.0000000000,106.8636098750,89.0354970000,0.9252260595,0.8817786895,3850000.0000000000,0.0000000000,0.0000000000,99.9899328750,85.8600270000,0.8657137045,0.9423954109,3850000.0000000000,0.0000000000,0.0000000000,104.4895728750,84.5313140000,0.9046716266,0.9018129875,3850000.0000000000,0.0000000000,0.0000000000,319.6880153750,292.4141880000,2.7678616050,0.2947562916
