n,repeat,round,total_ms,avg_ms,first_result
474,150,1,30.7519,0.205012,23276
474,150,2,31.0964,0.207309,23276
474,150,3,30.8853,0.205902,23276
475,150,1,29.8234,0.198823,23356
475,150,2,36.6697,0.244464,23356
475,150,3,32.9965,0.219977,23356
476,150,1,33.3601,0.222401,23458
476,150,2,32.4668,0.216446,23458
476,150,3,38.4795,0.25653,23458
477,150,1,37.6989,0.251326,23465
477,150,2,38.8065,0.25871,23465
477,150,3,34.4401,0.229601,23465
478,150,1,49.1335,0.327557,23481
478,150,2,46.2926,0.308617,23481
478,150,3,42.3585,0.28239,23481
479,150,1,38.5534,0.257023,23508
479,150,2,48.3199,0.322133,23508
479,150,3,43.1078,0.287386,23508
480,150,1,42.1727,0.281152,23548
480,150,2,41.4871,0.276581,23548
480,150,3,34.2237,0.228158,23548
481,150,1,32.4975,0.21665,23553
481,150,2,32.2998,0.215332,23553
481,150,3,41.1265,0.274177,23553
482,150,1,33.892,0.225947,23565
482,150,2,32.6478,0.217652,23565
482,150,3,40.3129,0.268753,23565
483,150,1,33.3631,0.22242,23586
483,150,2,34.0302,0.226868,23586
483,150,3,33.3298,0.222199,23586
484,150,1,36.0551,0.240367,23618
484,150,2,33.4211,0.222807,23618
484,150,3,33.9781,0.226521,23618
485,150,1,33.2621,0.221747,23663
485,150,2,34.528,0.230187,23663
485,150,3,34.5464,0.230309,23663
486,150,1,35.8413,0.238942,23723
486,150,2,33.8036,0.225358,23723
486,150,3,35.7155,0.238103,23723
487,150,1,34.3614,0.229076,23800
487,150,2,32.9882,0.219921,23800
487,150,3,33.8473,0.225649,23800
488,150,1,34.752,0.23168,23896
488,150,2,35.2934,0.235289,23896
488,150,3,34.0446,0.226964,23896
489,150,1,36.0431,0.240287,24013
489,150,2,35.5635,0.23709,24013
489,150,3,37.1138,0.247425,24013
490,150,1,33.8892,0.225928,24153
490,150,2,35.2543,0.235028,24153
490,150,3,52.9839,0.353226,24153
491,150,1,41.291,0.275274,24168
491,150,2,33.7497,0.224998,24168
491,150,3,33.1931,0.221288,24168
492,150,1,37.2715,0.248477,24200
492,150,2,37.8606,0.252404,24200
492,150,3,36.5957,0.243972,24200
493,150,1,36.043,0.240287,24251
493,150,2,37.5816,0.250544,24251
493,150,3,52.0213,0.346809,24251
494,150,1,41.8017,0.278678,24255
494,150,2,40.4093,0.269395,24255
494,150,3,40.2414,0.268276,24255
495,150,1,41.7994,0.278662,24265
495,150,2,40.1903,0.267935,24265
495,150,3,41.4808,0.276539,24265
496,150,1,36.5947,0.243964,24283
496,150,2,36.2765,0.241843,24283
496,150,3,47.1797,0.314531,24283
497,150,1,35.5246,0.23683,24311
497,150,2,37.6565,0.251044,24311
497,150,3,36.1347,0.240898,24311
498,150,1,35.0936,0.233958,24351
498,150,2,48.9048,0.326032,24351
498,150,3,40.9664,0.27311,24351
499,150,1,50.015,0.333433,24405
499,150,2,41.5723,0.277149,24405
499,150,3,42.1995,0.28133,24405
500,150,1,37.7156,0.251437,24475
500,150,2,34.6658,0.231105,24475
500,150,3,38.3994,0.255996,24475
501,150,1,37.8866,0.252578,24483
501,150,2,36.7662,0.245108,24483
501,150,3,37.6871,0.251247,24483
502,150,1,35.5074,0.236716,24501
502,150,2,36.8302,0.245535,24501
502,150,3,37.799,0.251993,24501
503,150,1,38.3722,0.255815,24531
503,150,2,38.3487,0.255658,24531
503,150,3,36.4506,0.243004,24531
504,150,1,36.8219,0.245479,24575
504,150,2,38.2944,0.255296,24575
504,150,3,39.6207,0.264138,24575
505,150,1,37.2385,0.248256,24635
505,150,2,41.5641,0.277094,24635
505,150,3,38.9286,0.259524,24635
506,150,1,40.834,0.272227,24713
506,150,2,37.7575,0.251717,24713
506,150,3,44.0626,0.293751,24713
507,150,1,36.3965,0.242644,24811
507,150,2,40.0152,0.266768,24811
507,150,3,47.4047,0.316031,24811
508,150,1,39.4425,0.26295,24931
508,150,2,36.8029,0.245353,24931
508,150,3,37.2818,0.248545,24931
509,150,1,35.5814,0.23721,25075
509,150,2,40.3983,0.269322,25075
509,150,3,41.7634,0.278423,25075
510,150,1,63.4416,0.422944,25245
510,150,2,70.0704,0.467136,25245
510,150,3,63.5395,0.423597,25245
511,150,1,74.4439,0.496292,25246
511,150,2,79.9023,0.532682,25246
511,150,3,63.7698,0.425132,25246
512,150,1,37.0203,0.246802,25250
512,150,2,35.4411,0.236274,25250
512,150,3,36.3761,0.242507,25250
513,30,1,10.2975,0.343249,25259
513,30,2,8.95085,0.298362,25259
513,30,3,6.97567,0.232522,25259
514,30,1,7.76146,0.258715,25275
514,30,2,7.43854,0.247951,25275
514,30,3,7.52056,0.250685,25275
515,30,1,8.03408,0.267803,25300
515,30,2,7.56083,0.252028,25300
515,30,3,7.97082,0.265694,25300
516,30,1,8.38042,0.279347,25336
516,30,2,7.50666,0.250222,25336
516,30,3,8.96756,0.298919,25336
517,30,1,7.78346,0.259449,25385
517,30,2,9.18867,0.306289,25385
517,30,3,11.8099,0.393663,25385
518,30,1,7.8112,0.260373,25449
518,30,2,9.97574,0.332525,25449
518,30,3,9.20242,0.306747,25449
519,30,1,11.2793,0.375977,25530
519,30,2,9.43879,0.314626,25530
519,30,3,11.7538,0.391794,25530
520,30,1,11.3786,0.379286,25630
520,30,2,10.5499,0.351662,25630
520,30,3,8.84913,0.294971,25630
521,30,1,9.86878,0.328959,25641
521,30,2,7.65889,0.255296,25641
521,30,3,8.06691,0.268897,25641
522,30,1,8.30143,0.276714,25665
522,30,2,7.88689,0.262896,25665
522,30,3,9.74344,0.324781,25665
523,30,1,10.0501,0.335003,25704
523,30,2,8.05211,0.268404,25704
523,30,3,10.5121,0.350403,25704
524,30,1,14.7716,0.492385,25760
524,30,2,9.57585,0.319195,25760
524,30,3,10.0855,0.336185,25760
525,30,1,11.9018,0.396725,25835
525,30,2,11.4134,0.380446,25835
525,30,3,9.54517,0.318172,25835
526,30,1,11.389,0.379635,25931
526,30,2,8.69252,0.289751,25931
526,30,3,9.6923,0.323077,25931
527,30,1,9.45439,0.315146,26050
527,30,2,11.7481,0.391604,26050
527,30,3,9.36882,0.312294,26050
528,30,1,11.6491,0.388302,26058
528,30,2,10.5147,0.350491,26058
528,30,3,8.61449,0.28715,26058
529,30,1,9.91738,0.330579,26076
529,30,2,10.2562,0.341874,26076
529,30,3,9.25697,0.308566,26076
530,30,1,8.57348,0.285783,26106
530,30,2,8.61133,0.287044,26106
530,30,3,9.2269,0.307563,26106
531,30,1,7.85107,0.261702,26110
531,30,2,10.854,0.361799,26110
531,30,3,8.16641,0.272214,26110
532,30,1,9.3406,0.311353,26120
532,30,2,8.39933,0.279978,26120
532,30,3,9.12125,0.304042,26120
533,30,1,8.22413,0.274138,26138
533,30,2,8.32114,0.277371,26138
533,30,3,7.99044,0.266348,26138
534,30,1,8.18001,0.272667,26166
534,30,2,8.62173,0.287391,26166
534,30,3,8.44512,0.281504,26166
535,30,1,8.75987,0.291996,26206
535,30,2,8.12596,0.270865,26206
535,30,3,8.89826,0.296609,26206
536,30,1,9.3735,0.31245,26260
536,30,2,8.43344,0.281115,26260
536,30,3,10.51,0.350333,26260
537,30,1,8.4292,0.280973,26330
537,30,2,8.90548,0.296849,26330
537,30,3,8.60522,0.286841,26330
538,30,1,8.38525,0.279508,26418
538,30,2,9.45922,0.315307,26418
538,30,3,8.71794,0.290598,26418
539,30,1,9.02498,0.300833,26526
539,30,2,8.41823,0.280608,26526
539,30,3,8.79939,0.293313,26526
540,30,1,8.57829,0.285943,26656
540,30,2,8.77477,0.292492,26656
540,30,3,8.12716,0.270905,26656
541,30,1,8.80967,0.293656,26670
541,30,2,8.86662,0.295554,26670
541,30,3,8.33271,0.277757,26670
542,30,1,9.91721,0.330574,26700
542,30,2,9.59824,0.319941,26700
542,30,3,9.68245,0.322748,26700
543,30,1,9.7935,0.32645,26748
543,30,2,10.1554,0.338514,26748
543,30,3,10.2972,0.34324,26748
544,30,1,9.39479,0.31316,26816
544,30,2,8.60396,0.286799,26816
544,30,3,8.69658,0.289886,26816
545,30,1,8.56123,0.285374,26821
545,30,2,8.9217,0.29739,26821
545,30,3,9.31175,0.310392,26821
546,30,1,8.85902,0.295301,26833
546,30,2,9.80952,0.326984,26833
546,30,3,8.86192,0.295397,26833
547,30,1,9.20791,0.30693,26854
547,30,2,9.60264,0.320088,26854
547,30,3,10.4806,0.349354,26854
548,30,1,9.18116,0.306039,26886
548,30,2,9.16455,0.305485,26886
548,30,3,9.78353,0.326118,26886
549,30,1,9.43084,0.314361,26931
549,30,2,9.08866,0.302955,26931
549,30,3,9.20044,0.306681,26931
550,30,1,8.95033,0.298344,26991
550,30,2,9.28211,0.309404,26991
550,30,3,9.34297,0.311432,26991
551,30,1,8.96099,0.2987,26998
551,30,2,10.3142,0.343805,26998
551,30,3,9.55894,0.318631,26998
552,30,1,9.21808,0.307269,27014
552,30,2,10.4007,0.346691,27014
552,30,3,9.05166,0.301722,27014
553,30,1,9.86017,0.328672,27041
553,30,2,10.1548,0.338495,27041
553,30,3,9.11408,0.303803,27041
554,30,1,10.4918,0.349728,27081
554,30,2,10.051,0.335032,27081
554,30,3,9.38569,0.312856,27081
555,30,1,10.5316,0.351052,27136
555,30,2,9.28333,0.309444,27136
555,30,3,9.22783,0.307594,27136
556,30,1,9.38126,0.312709,27208
556,30,2,10.0811,0.336038,27208
556,30,3,9.65381,0.321794,27208
557,30,1,9.29503,0.309834,27299
557,30,2,9.32076,0.310692,27299
557,30,3,9.88273,0.329424,27299
558,30,1,10.2756,0.342521,27411
558,30,2,10.8622,0.362072,27411
558,30,3,11.211,0.3737,27411
559,30,1,11.2813,0.376043,27546
559,30,2,10.1607,0.338692,27546
559,30,3,11.5617,0.385391,27546
560,30,1,9.82385,0.327462,27706
560,30,2,9.32436,0.310812,27706
560,30,3,10.3355,0.344516,27706
561,30,1,10.4539,0.348464,27723
561,30,2,9.79713,0.326571,27723
561,30,3,12.1942,0.406472,27723
562,30,1,10.9782,0.365939,27725
562,30,2,10.8714,0.36238,27725
562,30,3,10.1875,0.339582,27725
563,30,1,10.2106,0.340354,27731
563,30,2,9.81767,0.327256,27731
563,30,3,9.84417,0.328139,27731
564,30,1,10.2863,0.342876,27743
564,30,2,9.86215,0.328738,27743
564,30,3,10.6413,0.354712,27743
565,30,1,13.3213,0.444044,27763
565,30,2,9.63878,0.321293,27763
565,30,3,11.6034,0.386779,27763
566,30,1,11.1627,0.372091,27793
566,30,2,11.3586,0.37862,27793
566,30,3,12.2429,0.408095,27793
567,30,1,10.9017,0.363389,27835
567,30,2,9.97313,0.332438,27835
567,30,3,9.9521,0.331737,27835
568,30,1,13.132,0.437733,27891
568,30,2,9.99408,0.333136,27891
568,30,3,12.1648,0.405494,27891
569,30,1,12.4153,0.413843,27963
569,30,2,12.2785,0.409283,27963
569,30,3,12.341,0.411366,27963
570,30,1,10.8992,0.363308,28053
570,30,2,9.6372,0.32124,28053
570,30,3,12.2562,0.408542,28053
571,30,1,12.8913,0.42971,28063
571,30,2,12.436,0.414533,28063
571,30,3,10.5798,0.35266,28063
572,30,1,9.47286,0.315762,28085
572,30,2,9.79543,0.326514,28085
572,30,3,9.8553,0.32851,28085
573,30,1,9.51097,0.317032,28121
573,30,2,10.786,0.359532,28121
573,30,3,9.86302,0.328767,28121
574,30,1,11.9618,0.398727,28173
574,30,2,12.371,0.412368,28173
574,30,3,10.7942,0.359807,28173
575,30,1,11.3414,0.378046,28243
575,30,2,11.8918,0.396392,28243
575,30,3,11.4024,0.38008,28243
576,30,1,9.79086,0.326362,28333
576,30,2,10.1001,0.336672,28333
576,30,3,10.2554,0.341845,28333
577,30,1,10.1279,0.337596,28445
577,30,2,10.5221,0.350738,28445
577,30,3,10.375,0.345832,28445
578,30,1,10.4979,0.349929,28581
578,30,2,11.3393,0.377977,28581
578,30,3,11.1155,0.370518,28581
579,30,1,9.99928,0.333309,28590
579,30,2,10.4093,0.346976,28590
579,30,3,11.0909,0.369697,28590
580,30,1,11.7992,0.393306,28610
580,30,2,15.0501,0.501671,28610
580,30,3,12.8198,0.427326,28610
581,30,1,10.8049,0.360164,28613
581,30,2,11.1481,0.371602,28613
581,30,3,10.1313,0.337709,28613
582,30,1,12.1015,0.403383,28621
582,30,2,12.517,0.417232,28621
582,30,3,13.1559,0.43853,28621
583,30,1,11.6183,0.387277,28636
583,30,2,12.6056,0.420188,28636
583,30,3,10.8811,0.362703,28636
584,30,1,11.0999,0.369997,28660
584,30,2,11.3695,0.378984,28660
584,30,3,10.3668,0.345559,28660
585,30,1,10.8737,0.362456,28695
585,30,2,11.8706,0.395688,28695
585,30,3,11.0233,0.367444,28695
586,30,1,18.3493,0.611643,28743
586,30,2,14.5886,0.486288,28743
586,30,3,12.6296,0.420986,28743
587,30,1,12.8939,0.429797,28806
587,30,2,14.8581,0.49527,28806
587,30,3,13.6147,0.453824,28806
588,30,1,12.1298,0.404328,28886
588,30,2,12.5126,0.417085,28886
588,30,3,12.312,0.410401,28886
589,30,1,10.6022,0.353408,28985
589,30,2,10.5597,0.351991,28985
589,30,3,10.9215,0.364049,28985
590,30,1,12.5722,0.419073,29105
590,30,2,12.0756,0.402519,29105
590,30,3,12.38,0.412666,29105
591,30,1,11.9264,0.397546,29118
591,30,2,11.8652,0.395508,29118
591,30,3,12.4284,0.414281,29118
592,30,1,10.2826,0.342754,29146
592,30,2,10.7538,0.358459,29146
592,30,3,10.8824,0.362746,29146
593,30,1,10.1378,0.337928,29191
593,30,2,10.7588,0.358626,29191
593,30,3,11.1387,0.37129,29191
594,30,1,10.7644,0.358812,29255
594,30,2,11.0331,0.367769,29255
594,30,3,12.5298,0.41766,29255
595,30,1,11.4973,0.383243,29340
595,30,2,11.0422,0.368073,29340
595,30,3,13.1556,0.438519,29340
596,30,1,12.1825,0.406085,29346
596,30,2,11.2729,0.375764,29346
596,30,3,11.2715,0.375718,29346
597,30,1,11.3935,0.379785,29360
597,30,2,11.3417,0.378056,29360
597,30,3,11.0844,0.36948,29360
598,30,1,13.4727,0.449089,29384
598,30,2,13.5346,0.451154,29384
598,30,3,11.6593,0.388642,29384
599,30,1,16.2723,0.54241,29420
599,30,2,14.0066,0.466888,29420
599,30,3,13.8855,0.462849,29420
600,30,1,12.4111,0.413704,29470
600,30,2,11.4925,0.383084,29470
600,30,3,11.7216,0.39072,29470
601,30,1,12.1173,0.403911,29476
601,30,2,11.6993,0.389977,29476
601,30,3,11.0821,0.369403,29476
602,30,1,11.4776,0.382587,29490
602,30,2,11.1698,0.372326,29490
602,30,3,11.736,0.391199,29490
603,30,1,11.6174,0.387248,29514
603,30,2,11.1391,0.371303,29514
603,30,3,11.3678,0.378926,29514
604,30,1,11.5664,0.385545,29550
604,30,2,12.1013,0.403378,29550
604,30,3,11.6503,0.388344,29550
605,30,1,11.2628,0.375426,29600
605,30,2,12.2612,0.408706,29600
605,30,3,11.8407,0.394689,29600
606,30,1,18.9555,0.631851,29666
606,30,2,13.2963,0.44321,29666
606,30,3,17.9262,0.597541,29666
607,30,1,14.5565,0.485216,29750
607,30,2,13.7413,0.458044,29750
607,30,3,13.7796,0.45932,29750
608,30,1,12.9436,0.431455,29854
608,30,2,11.6108,0.387025,29854
608,30,3,12.237,0.407899,29854
609,30,1,12.3402,0.411339,29980
609,30,2,14.9705,0.499018,29980
609,30,3,12.6638,0.422128,29980
610,30,1,17.6147,0.587157,30130
610,30,2,11.296,0.376535,30130
610,30,3,13.3982,0.446606,30130
611,30,1,14.3331,0.477769,30146
611,30,2,14.8525,0.495084,30146
611,30,3,16.5594,0.551981,30146
612,30,1,11.9871,0.39957,30180
612,30,2,12.8743,0.429145,30180
612,30,3,14.4841,0.482805,30180
613,30,1,12.8031,0.426768,30183
613,30,2,11.9991,0.399969,30183
613,30,3,12.374,0.412468,30183
614,30,1,15.7636,0.525452,30191
614,30,2,13.9503,0.465011,30191
614,30,3,14.9995,0.499984,30191
615,30,1,14.4036,0.480121,30206
615,30,2,16.4564,0.548548,30206
615,30,3,13.86,0.461999,30206
616,30,1,11.6244,0.387479,30230
616,30,2,11.6981,0.389937,30230
616,30,3,13.1864,0.439548,30230
617,30,1,13.685,0.456168,30265
617,30,2,13.6335,0.454449,30265
617,30,3,13.907,0.463568,30265
618,30,1,13.0549,0.435162,30313
618,30,2,13.5846,0.45282,30313
618,30,3,16.7639,0.558797,30313
619,30,1,12.1439,0.404796,30376
619,30,2,12.5942,0.419806,30376
619,30,3,13.2958,0.443194,30376
620,30,1,14.2943,0.476478,30456
620,30,2,12.6072,0.420241,30456
620,30,3,12.8969,0.429898,30456
621,30,1,18.4987,0.616622,30465
621,30,2,17.1199,0.570663,30465
621,30,3,14.0051,0.466837,30465
622,30,1,13.2538,0.441792,30485
622,30,2,13.9805,0.466016,30485
622,30,3,13.8942,0.46314,30485
623,30,1,13.876,0.462535,30518
623,30,2,16.6168,0.553892,30518
623,30,3,15.1171,0.503905,30518
624,30,1,11.7989,0.393296,30566
624,30,2,12.7335,0.42445,30566
624,30,3,15.276,0.509201,30566
625,30,1,16.6596,0.555319,30631
625,30,2,14.618,0.487267,30631
625,30,3,13.084,0.436134,30631
626,30,1,13.816,0.460533,30715
626,30,2,12.2152,0.407172,30715
626,30,3,12.9567,0.431889,30715
627,30,1,13.0803,0.436011,30820
627,30,2,12.329,0.410965,30820
627,30,3,12.7784,0.425946,30820
628,30,1,12.3243,0.410811,30948
628,30,2,12.3814,0.412714,30948
628,30,3,12.1291,0.404302,30948
629,30,1,12.1996,0.406654,31101
629,30,2,13.7746,0.459153,31101
629,30,3,12.5272,0.417575,31101
630,30,1,13.2105,0.440351,31111
630,30,2,13.5631,0.452104,31111
630,30,3,12.7701,0.425671,31111
631,30,1,20.2593,0.675311,31113
631,30,2,16.135,0.537835,31113
631,30,3,15.2061,0.506871,31113
632,30,1,13.6809,0.456029,31119
632,30,2,12.4937,0.416457,31119
632,30,3,12.9495,0.431649,31119
633,30,1,12.1276,0.404255,31131
633,30,2,12.3713,0.412378,31131
633,30,3,14.0633,0.468777,31131
634,30,1,13.1326,0.437753,31151
634,30,2,12.6607,0.422024,31151
634,30,3,13.5153,0.450511,31151
635,30,1,13.0323,0.434411,31181
635,30,2,14.4364,0.481215,31181
635,30,3,14.8061,0.493535,31181
636,30,1,15.667,0.522234,31223
636,30,2,16.8289,0.560965,31223
636,30,3,13.5941,0.453136,31223
637,30,1,12.5733,0.41911,31279
637,30,2,13.667,0.455568,31279
637,30,3,12.7867,0.426224,31279
638,30,1,13.9723,0.465745,31351
638,30,2,14.7772,0.492572,31351
638,30,3,14.9066,0.496886,31351
639,30,1,15.0331,0.501104,31441
639,30,2,14.6084,0.486946,31441
639,30,3,14.0581,0.468603,31441
640,30,1,12.1631,0.405438,31551
640,30,2,14.8129,0.493763,31551
640,30,3,16.0356,0.53452,31551
641,30,1,14.3233,0.477444,31563
641,30,2,13.3953,0.446511,31563
641,30,3,13.2146,0.440485,31563
642,30,1,13.4789,0.449297,31589
642,30,2,13.3427,0.444757,31589
642,30,3,13.1186,0.437287,31589
643,30,1,13.1264,0.437547,31631
643,30,2,12.7708,0.425695,31631
643,30,3,14.1013,0.470043,31631
644,30,1,13.4096,0.446985,31691
644,30,2,13.9385,0.464615,31691
644,30,3,13.5639,0.45213,31691
645,30,1,13.9458,0.464861,31771
645,30,2,13.7731,0.459105,31771
645,30,3,14.3397,0.477989,31771
646,30,1,14.5831,0.486104,31873
646,30,2,13.1226,0.437421,31873
646,30,3,12.8973,0.42991,31873
647,30,1,13.4819,0.449396,31880
647,30,2,13.6062,0.45354,31880
647,30,3,13.6864,0.456212,31880
648,30,1,13.0901,0.436336,31896
648,30,2,13.0575,0.43525,31896
648,30,3,13.0979,0.436596,31896
649,30,1,13.4095,0.446983,31923
649,30,2,13.0704,0.435679,31923
649,30,3,13.8674,0.462248,31923
650,30,1,13.3843,0.446143,31963
650,30,2,14.506,0.483533,31963
650,30,3,13.7834,0.459446,31963
651,30,1,14.4551,0.481838,31968
651,30,2,14.1746,0.472486,31968
651,30,3,14.1445,0.471483,31968
652,30,1,15.5318,0.517728,31980
652,30,2,13.2061,0.440204,31980
652,30,3,13.3139,0.443795,31980
653,30,1,13.142,0.438067,32001
653,30,2,13.5655,0.452184,32001
653,30,3,13.4782,0.449273,32001
654,30,1,14.5871,0.486236,32033
654,30,2,15.3782,0.512608,32033
654,30,3,14.5619,0.485397,32033
655,30,1,14.8615,0.495385,32078
655,30,2,15.448,0.514935,32078
655,30,3,13.9262,0.464206,32078
656,30,1,13.1358,0.437859,32138
656,30,2,13.4959,0.449863,32138
656,30,3,13.478,0.449268,32138
657,30,1,13.2182,0.440607,32215
657,30,2,13.9967,0.466556,32215
657,30,3,16.2241,0.540804,32215
658,30,1,15.5818,0.519392,32311
658,30,2,15.8599,0.528662,32311
658,30,3,14.8276,0.494252,32311
659,30,1,13.7505,0.458351,32428
659,30,2,16.7683,0.558943,32428
659,30,3,18.3739,0.612462,32428
660,30,1,19.7728,0.659092,32568
660,30,2,18.4615,0.615385,32568
660,30,3,14.382,0.4794,32568
661,30,1,13.9582,0.465274,32583
661,30,2,13.772,0.459067,32583
661,30,3,13.9663,0.465543,32583
662,30,1,13.8232,0.460774,32615
662,30,2,14.7289,0.490962,32615
662,30,3,14.4101,0.480338,32615
663,30,1,15.6946,0.523153,32666
663,30,2,15.1759,0.505862,32666
663,30,3,15.2422,0.508073,32666
664,30,1,14.9516,0.498387,32670
664,30,2,15.133,0.504435,32670
664,30,3,15.0637,0.502124,32670
665,30,1,15.234,0.5078,32680
665,30,2,15.5598,0.518659,32680
665,30,3,14.8812,0.49604,32680
666,30,1,16.6089,0.55363,32698
666,30,2,19.8857,0.662857,32698
666,30,3,16.3324,0.544412,32698
667,30,1,14.5489,0.484962,32726
667,30,2,15.3116,0.510387,32726
667,30,3,14.3399,0.477998,32726
668,30,1,15.085,0.502834,32766
668,30,2,15.9446,0.531486,32766
668,30,3,16.4747,0.549157,32766
669,30,1,16.4765,0.549216,32820
669,30,2,14.9476,0.498252,32820
669,30,3,15.7703,0.525675,32820
670,30,1,16.8141,0.56047,32890
670,30,2,17.5071,0.583569,32890
670,30,3,18.4546,0.615155,32890
671,30,1,16.7031,0.556768,32898
671,30,2,17.3242,0.577474,32898
671,30,3,17.7601,0.592004,32898
672,30,1,15.0029,0.500098,32916
672,30,2,14.0662,0.468872,32916
672,30,3,14.3444,0.478148,32916
673,30,1,14.3104,0.477014,32946
673,30,2,14.2761,0.475868,32946
673,30,3,15.907,0.530232,32946
674,30,1,15.7915,0.526384,32990
674,30,2,16.1764,0.539213,32990
674,30,3,21.2507,0.708358,32990
675,30,1,23.2092,0.773639,33050
675,30,2,22.0953,0.736509,33050
675,30,3,21.1135,0.703783,33050
676,30,1,19.6285,0.654283,33128
676,30,2,18.2473,0.608242,33128
676,30,3,14.0124,0.467081,33128
677,30,1,15.0055,0.500182,33226
677,30,2,14.4078,0.480261,33226
677,30,3,14.3699,0.478995,33226
678,30,1,14.7317,0.491058,33346
678,30,2,14.3914,0.479714,33346
678,30,3,15.8698,0.528994,33346
679,30,1,16.0086,0.533622,33490
679,30,2,18.3745,0.612482,33490
679,30,3,21.0266,0.700886,33490
680,30,1,16.3758,0.545859,33660
680,30,2,14.7329,0.491096,33660
680,30,3,15.5207,0.517358,33660
681,30,1,15.4109,0.513697,33661
681,30,2,15.5783,0.519278,33661
681,30,3,14.4969,0.483231,33661
682,30,1,16.2264,0.540881,33665
682,30,2,17.867,0.595566,33665
682,30,3,16.8005,0.560017,33665
683,30,1,19.5956,0.653185,33674
683,30,2,17.1863,0.572878,33674
683,30,3,17.3771,0.579235,33674
684,30,1,15.8102,0.527006,33690
684,30,2,15.6526,0.521754,33690
684,30,3,14.9388,0.497959,33690
685,30,1,15.3433,0.511442,33715
685,30,2,16.6738,0.555793,33715
685,30,3,16.582,0.552734,33715
686,30,1,18.3139,0.610464,33751
686,30,2,18.4632,0.615441,33751
686,30,3,17.5245,0.584149,33751
687,30,1,16.9454,0.564846,33800
687,30,2,16.1514,0.538379,33800
687,30,3,16.8699,0.56233,33800
688,30,1,15.9816,0.532719,33864
688,30,2,16.2744,0.542482,33864
688,30,3,16.8251,0.560837,33864
689,30,1,16.4676,0.548919,33945
689,30,2,15.6027,0.520091,33945
689,30,3,17.3041,0.576803,33945
690,30,1,16.2961,0.543202,34045
690,30,2,17.182,0.572734,34045
690,30,3,17.6711,0.589035,34045
691,30,1,15.9294,0.53098,34056
691,30,2,16.55,0.551665,34056
691,30,3,16.2068,0.540227,34056
692,30,1,16.1621,0.538735,34080
692,30,2,15.7728,0.525761,34080
692,30,3,15.7024,0.523414,34080
693,30,1,17.0514,0.568379,34119
693,30,2,16.1144,0.537146,34119
693,30,3,16.9248,0.564159,34119
694,30,1,23.4329,0.781096,34175
694,30,2,24.435,0.814499,34175
694,30,3,21.5703,0.71901,34175
695,30,1,16.889,0.562968,34250
695,30,2,18.9493,0.631645,34250
695,30,3,18.3128,0.610426,34250
696,30,1,15.2738,0.509125,34346
696,30,2,23.3636,0.778788,34346
696,30,3,24.0493,0.801645,34346
697,30,1,23.7298,0.790993,34465
697,30,2,18.0992,0.603306,34465
697,30,3,21.2153,0.707178,34465
698,30,1,20.5608,0.68536,34473
698,30,2,18.2535,0.608451,34473
698,30,3,16.6739,0.555795,34473
699,30,1,16.5931,0.553104,34491
699,30,2,16.1328,0.537759,34491
699,30,3,17.3416,0.578053,34491
700,30,1,23.7377,0.791258,34521
700,30,2,21.0063,0.70021,34521
700,30,3,17.7968,0.593226,34521
701,30,1,15.6452,0.521506,34525
701,30,2,15.3584,0.511947,34525
701,30,3,18.543,0.618101,34525
702,30,1,16.7526,0.558421,34535
702,30,2,18.5465,0.618218,34535
702,30,3,18.0889,0.602964,34535
703,30,1,19.4846,0.649485,34553
703,30,2,17.3567,0.578557,34553
703,30,3,21.1304,0.704345,34553
704,30,1,20.1114,0.670381,34581
704,30,2,18.1004,0.603347,34581
704,30,3,18.245,0.608168,34581
705,30,1,17.0376,0.567919,34621
705,30,2,18.184,0.606132,34621
705,30,3,18.7825,0.626083,34621
706,30,1,18.1393,0.604642,34675
706,30,2,16.3458,0.544861,34675
706,30,3,16.0176,0.53392,34675
707,30,1,16.3706,0.545687,34745
707,30,2,17.1675,0.57225,34745
707,30,3,18.2463,0.608211,34745
708,30,1,17.0265,0.567549,34833
708,30,2,16.8485,0.561616,34833
708,30,3,18.5804,0.619348,34833
709,30,1,16.9417,0.564723,34941
709,30,2,17.9151,0.597169,34941
709,30,3,22.0659,0.735531,34941
710,30,1,20.7023,0.690077,35071
710,30,2,19.4084,0.646948,35071
710,30,3,16.8001,0.560004,35071
711,30,1,20.3343,0.677809,35085
711,30,2,27.091,0.903032,35085
711,30,3,21.9917,0.733057,35085
712,30,1,20.2891,0.676305,35115
712,30,2,22.3707,0.745689,35115
712,30,3,22.9987,0.766622,35115
713,30,1,21.5962,0.719874,35163
713,30,2,19.6409,0.654697,35163
713,30,3,17.5197,0.58399,35163
714,30,1,16.5284,0.550945,35231
714,30,2,18.3086,0.610288,35231
714,30,3,18.916,0.630532,35231
715,30,1,17.4587,0.581958,35236
715,30,2,20.0678,0.668925,35236
715,30,3,18.098,0.603267,35236
716,30,1,18.4827,0.616089,35248
716,30,2,16.5618,0.552059,35248
716,30,3,17.2994,0.576646,35248
717,30,1,15.4887,0.516289,35269
717,30,2,17.5056,0.583519,35269
717,30,3,16.2345,0.541151,35269
718,30,1,17.6035,0.586784,35301
718,30,2,17.4367,0.581223,35301
718,30,3,20.124,0.670799,35301
719,30,1,16.8505,0.561682,35346
719,30,2,17.9069,0.596897,35346
719,30,3,23.6591,0.788638,35346
